fiidex,fi_cycle,fi_bit,opcode,error_type
3079,1388896196,12,fsub,benign
641,1473990389,60,fneg,SDC
4225,229940097,10,phi,SDC
5123,1763159405,38,load,benign
3243,976658889,36,fmul,benign
1421,673052759,4,load,benign
3532,1855298251,0,icmp,SDC
1047,478708366,0,load,benign
539,211598474,40,insertelement,benign
4635,1306535701,56,fmul,SDC
696,633245343,21,load,benign
3369,1152144284,57,fmul,benign
624,1348998089,55,fmul,SDC
3758,236604644,16,fsub,benign
759,1842706553,57,load,SDC
1159,908793627,9,fmul,benign
3461,405633498,2,load,benign
1132,1331859782,47,fadd,SDC
2235,2057653931,88,insertelement,benign
4409,1897276250,0,icmp,SDC
4460,1838796056,0,fcmp,SDC
960,1100999182,0,icmp,SDC
4269,1769913737,18,load,benign
1301,1283139728,0,load,benign
3510,1758691439,90,load,benign
704,145726635,27,load,benign
2560,199711214,38,load,SDC
1517,634467642,30,load,benign
2747,1181114954,57,add,SDC
468,150873927,40,fadd,benign
478,663535735,90,fneg,benign
3693,275429663,19,load,benign
3304,1886029314,59,extractelement,benign
3075,1354281293,55,fsub,benign
1151,563268772,11,fneg,benign
1121,1443049424,20,fadd,benign
442,1298963121,125,insertelement,benign
2497,252931682,9,load,benign
2394,1214009643,18,load,benign
2155,12379599,121,shufflevector,benign
4573,473806522,25,phi,benign
4960,92130100,25,load,SDC
2331,471782539,16,fmul,benign
952,354256117,14,load,benign
3817,141156341,7,fmul,benign
956,935812622,51,load,benign
2219,1988763762,20,load,benign
680,1580615449,0,fadd,benign
2542,751000355,48,load,benign
2367,1067254530,14,load,benign
4229,494955809,103,fmul,benign
3163,1962167216,63,fdiv,benign
5141,544544964,45,load,benign
552,370488288,34,extractelement,benign
625,1581024439,3,fadd,benign
1340,1164952454,54,load,SDC
674,584057187,51,fadd,benign
409,1221577503,22,fsub,benign
661,506403319,23,load,benign
4108,106017659,43,fmul,benign
1701,185599428,9,load,benign
3520,2064743646,34,load,SDC
3592,1793797447,25,load,SDC
2782,1754848256,11,fdiv,benign
433,2055801180,59,load,benign
1126,135870782,30,fneg,benign
2163,26785934,69,shufflevector,benign
3383,1427343713,27,fadd,benign
492,20098914,60,extractelement,benign
3086,1166091680,8,fmul,benign
664,675345214,31,load,benign
969,590682544,61,load,benign
4739,1890349608,6,load,SDC
3102,130198149,62,load,benign
676,1084004881,38,load,benign
1279,365406896,31,load,benign
1117,149678947,54,fadd,benign
3906,1566075194,32,load,SDC
1122,72333019,52,fneg,benign
665,155858566,56,fadd,SDC
1582,1360328486,62,fmul,SDC
3766,1752457371,19,fsub,benign
650,333221414,30,fadd,benign
1124,1073929650,24,fadd,benign
2373,348228796,11,sext,benign
3762,1075519182,11,fadd,benign
4795,1873157686,43,add,SDC
1262,1157566800,63,load,SDC
945,2042304719,11,load,SDC
3620,1790316339,40,sext,SDC
1135,1266150570,15,fmul,benign
4818,374750358,56,phi,SDC
945,191429849,14,load,SDC
3864,1776537357,0,fadd,benign
3072,303422034,7,fsub,benign
3841,582859209,49,fmul,SDC
670,742269754,5,load,benign
2361,1789254881,7,sext,SDC
2103,1467801902,14,load,benign
1263,929730604,50,load,benign
630,1226667213,50,fsub,SDC
628,181001061,13,fmul,benign
659,1143475908,22,fadd,benign
3080,1806857660,56,fadd,benign
3469,1579569121,6,load,benign
865,1104243508,49,insertelement,SDC
2143,1021733931,40,shufflevector,benign
656,1687669506,42,fadd,SDC
3820,618102448,50,fadd,benign
3103,1562510222,14,load,benign
3854,148169971,37,fdiv,benign
632,904700713,61,fmul,benign
1431,1259404782,0,load,benign
1476,1509315179,46,load,SDC
628,1073046603,43,fmul,SDC
3072,23655951,61,fsub,benign
635,1424813850,14,fsub,benign
3545,554459068,45,add,SDC
3030,868071547,6,load,benign
618,1952517081,3,fsub,benign
1664,1147657347,63,fmul,SDC
941,174186941,30,load,SDC
623,234110715,5,fsub,benign
637,1543122205,14,fneg,benign
1144,905048897,15,fadd,benign
614,953602282,10,fsub,benign
933,180978579,18,load,benign
628,375577122,48,fmul,benign
4453,1379470992,27,phi,SDC
984,1352669270,46,load,SDC
3746,1893464081,21,fadd,benign
2406,1561223470,24,load,benign
3763,109288912,61,fadd,benign
3231,1333506908,58,load,benign
626,541433893,14,fsub,benign
625,2038709752,8,fadd,benign
641,682365460,58,fneg,benign
1476,620137405,8,load,benign
2868,1088676920,29,load,benign
3508,1479448763,42,load,benign
3480,1253700220,52,load,benign
2227,563598020,65,insertelement,benign
2350,1165179555,14,load,SDC
3598,1855766864,24,load,SDC
4025,1928138315,10,load,benign
2363,1630695366,39,load,benign
1022,1950102586,6,load,benign
1211,1977892266,63,load,benign
1495,1861395908,58,load,SDC
451,1188400087,117,fsub,benign
774,463393577,2,load,benign
3860,805061799,49,fmul,benign
2069,1643954238,62,load,SDC
422,179787407,48,load,benign
987,1598535010,57,add,SDC
1365,1161514135,30,load,benign
1118,43711285,49,fadd,benign
3818,618090118,8,fadd,benign
759,74952239,29,load,benign
2337,1854049497,63,add,SDC
4745,494866167,26,add,SDC
1124,1311187062,35,fadd,SDC
3918,1679920594,34,fmul,benign
2363,1210989225,40,load,benign
2863,1218024852,19,select,benign
1149,1922421288,26,fmul,benign
1301,231261890,45,load,benign
423,591032495,41,load,benign
1328,1853844640,3,load,benign
559,141887685,115,insertelement,benign
1121,1501923463,9,fadd,benign
507,1054164178,30,extractelement,benign
5015,1855906835,38,add,SDC
988,1512137145,0,icmp,SDC
1549,1685308579,47,load,SDC
1527,1998972651,25,load,benign
433,329863252,21,load,benign
2394,817868747,7,load,benign
3492,1420242032,0,icmp,benign
2371,2029592994,41,load,SDC
4019,1479847769,35,load,benign
1237,1171921009,37,load,benign
466,1301904514,12,shufflevector,benign
835,1870592841,78,load,benign
2095,1719997919,40,load,benign
510,279898776,62,fmul,benign
1820,461533085,23,fmul,benign
976,950439779,3,load,benign
2119,1391802511,113,shufflevector,SDC
3110,1410036892,35,load,benign
730,1725639060,44,load,SDC
1495,274008977,49,load,benign
1132,1501945972,55,fadd,SDC
682,1080523079,58,load,benign
644,18360042,63,fmul,benign
757,1890731457,12,load,benign
2797,1371196821,41,add,SDC
3647,24416599,42,load,benign
3974,1566286046,18,load,SDC
470,1491328587,58,shufflevector,benign
5186,484511160,24,add,SDC
646,774351334,1,fmul,benign
3223,843409480,5,load,benign
4996,1058372881,51,phi,SDC
2134,1468207692,115,insertelement,benign
748,594414954,17,load,benign
2352,1892159759,29,load,SDC
585,1664045082,13,insertelement,benign
1017,2049819156,43,load,benign
3804,994982629,27,load,SDC
992,584657584,12,load,benign
652,770523942,8,load,benign
1284,411213168,10,load,benign
1466,1740461710,52,fmul,SDC
412,318639411,12,fadd,benign
603,159872562,58,extractelement,benign
432,1271137913,41,load,benign
3296,1127830436,5,fmul,benign
615,1227068607,23,fsub,benign
653,585572,39,fadd,benign
655,717655712,1,load,benign
1516,687486710,59,load,SDC
472,615292777,9,fsub,benign
3744,554569450,43,fadd,benign
1074,1505369033,44,load,SDC
2443,546031984,38,fdiv,benign
1368,1685882535,48,fmul,SDC
3484,1347128989,9,load,benign
3248,2024078341,4,load,benign
682,145341312,51,load,benign
4818,1628575594,12,phi,SDC
4519,1061969034,30,load,SDC
1758,2002127822,46,load,SDC
463,271278346,9,shufflevector,benign
946,438632783,23,sext,SDC
4470,190976742,24,phi,SDC
1524,1892532619,23,fmul,benign
1114,238306940,33,fneg,benign
5036,155552286,33,select,benign
2026,93871782,46,or,SDC
972,1573675113,11,load,benign
3478,1723953821,47,sext,SDC
1720,1981712900,55,load,SDC
2141,429485323,22,shufflevector,benign
1133,1960361654,63,fneg,SDC
2235,1035587734,115,insertelement,benign
2111,1377826443,1,load,benign
5037,1135418334,0,fcmp,benign
2289,302460609,50,fmul,benign
982,255466839,55,load,benign
3767,1309535599,48,fmul,benign
746,650721575,34,load,benign
516,1555233271,106,shufflevector,benign
2827,274470088,25,sext,SDC
1122,1307905509,43,fneg,benign
4963,664521279,0,sext,benign
1268,354948933,54,load,benign
615,1146302501,47,fsub,SDC
3276,310283457,50,load,benign
3972,233232833,24,phi,benign
3592,1683449453,11,load,benign
3080,406060071,43,fadd,benign
2115,48088694,26,load,benign
3448,1676048222,39,call,benign
2985,151453532,37,fsub,benign
952,407538697,2,load,benign
354,1566636359,10,phi,SDC
3808,716973438,46,fmul,SDC
3078,1531399870,11,fsub,benign
2025,620328839,22,load,benign
923,856157,31,load,SDC
2338,398096138,0,icmp,benign
3014,1413240857,19,fmul,benign
1502,348085378,35,fmul,benign
632,760588266,26,fmul,benign
1118,598649813,13,fadd,benign
1148,1925945301,6,fneg,benign
4755,593759584,16,load,benign
615,287196961,60,fsub,benign
2240,1909674693,25,load,benign
4077,470000458,28,load,SDC
979,1108245982,12,fadd,benign
635,474295473,45,fsub,SDC
2792,239110760,59,load,benign
2176,1116176668,9,insertelement,benign
3749,868401878,16,fadd,benign
4897,32043045,49,add,SDC
4057,1562912582,0,fcmp,benign
3601,233094999,44,sext,SDC
4397,1735454863,23,load,benign
668,1473870843,62,fadd,SDC
984,2018070616,37,load,benign
3160,990547546,34,call,benign
3337,479841522,19,load,benign
3459,437150891,26,sext,SDC
3971,1389737747,38,phi,benign
1305,12061020,45,load,benign
1148,1491814345,22,fneg,benign
3075,882212323,50,fsub,benign
1110,968622921,15,fadd,benign
959,2004177964,54,add,SDC
4006,1271531868,23,fadd,benign
3458,1381800392,11,load,SDC
655,1767213720,41,load,SDC
521,1999488625,103,fadd,benign
1528,1761277071,50,load,benign
1356,1812451946,5,load,benign
5148,555143356,0,select,SDC
406,769392040,36,fmul,benign
857,1289299185,47,fneg,SDC
3714,1417198513,26,load,SDC
400,365063641,27,fsub,benign
493,1791282567,92,insertelement,benign
614,361138211,22,fsub,benign
865,116944108,88,insertelement,benign
2957,1078669107,37,shufflevector,SDC
3892,1617976743,27,fmul,benign
870,1160915004,11,fneg,benign
4759,1466106741,0,icmp,SDC
982,672272255,52,load,benign
2930,1277612973,7,fsub,benign
2131,1182865949,101,shufflevector,SDC
1355,1650638763,50,load,SDC
634,71159695,49,fsub,benign
816,14856700,0,icmp,benign
3053,1496247425,40,load,SDC
1636,655413793,35,fmul,benign
476,1242538390,28,fadd,benign
1597,40580573,2,load,benign
724,615918903,33,load,benign
3752,1804100929,62,fadd,benign
3289,1783211133,27,load,benign
3235,1837650539,14,fsub,benign
2144,909529497,116,insertelement,benign
1128,1136681346,17,fadd,benign
1162,548987814,42,fmul,benign
650,1209254130,36,fadd,SDC
1704,1116131299,50,load,SDC
682,1264860466,4,load,benign
628,1146264123,24,fmul,benign
3465,639103975,42,load,benign
3469,638989748,62,load,SDC
4015,211954661,5,select,benign
629,651115596,0,fadd,benign
4821,339403936,0,fcmp,benign
3475,1222013165,6,phi,SDC
1311,192393634,10,load,benign
2473,740593905,28,fadd,benign
673,1286237255,61,load,SDC
3874,1517619745,52,fadd,benign
649,1296297280,28,load,benign
572,1430478008,60,fneg,benign
2605,273731718,43,shl,SDC
2235,986873382,97,insertelement,benign
3333,983763993,11,extractelement,benign
673,74916716,10,load,benign
2427,1325559100,16,load,benign
560,4527862,33,shufflevector,benign
3520,490602281,38,load,SDC
2445,1377717093,40,load,SDC
1138,1581508957,39,fneg,SDC
1343,1168361531,29,load,benign
586,28774412,124,shufflevector,benign
4162,325111874,15,extractelement,benign
2418,926674706,46,load,SDC
637,1345313445,15,fneg,benign
1191,1070030172,57,load,SDC
1367,1682404333,7,load,benign
616,1722303658,29,fmul,benign
1165,771424732,37,fmul,SDC
4868,1824987008,46,load,benign
3868,1969280972,63,fmul,benign
4602,60242645,27,fmul,benign
3098,3046241,13,load,benign
3638,1590354765,49,load,benign
656,1456074809,18,fadd,benign
3079,1236132419,7,fsub,benign
2961,416171619,15,fsub,benign
3117,2710581,35,call,benign
2180,669642628,41,insertelement,benign
2779,1940735307,25,load,benign
463,264221469,79,shufflevector,benign
1701,870585903,52,load,SDC
3905,1510958059,22,fdiv,benign
3089,105307367,0,fmul,benign
4097,572510288,0,fcmp,benign
1390,1533541346,52,load,SDC
4962,787909960,25,load,benign
1183,1419006009,44,load,SDC
3477,1183246296,1,load,benign
662,1328329875,23,fadd,benign
3758,1924542820,33,fsub,benign
1137,996669240,55,fadd,SDC
3437,176241341,49,fdiv,benign
952,1119033361,38,load,benign
460,795724535,99,fsub,benign
640,1908228702,30,fmul,SDC
3494,1392077398,8,phi,SDC
3083,846996950,44,fmul,benign
3484,1693073933,25,load,benign
3365,1896275961,86,shufflevector,benign
2207,747217601,79,shufflevector,benign
2373,1988833039,16,sext,SDC
446,451368628,122,shufflevector,benign
945,1383746465,18,load,SDC
4548,1866350512,50,phi,SDC
3459,1137860476,23,sext,SDC
1193,1140065182,32,load,benign
4727,2007354198,22,sext,SDC
3018,1458017731,33,fmul,SDC
4999,332282270,0,fcmp,SDC
972,1456100401,50,load,SDC
3370,994164612,4,insertelement,benign
648,1953061729,59,fmul,SDC
4880,99183875,5,load,benign
631,248029461,8,fsub,benign
3870,1628414497,52,fadd,benign
495,497810374,29,fsub,benign
634,1525523137,22,fsub,benign
640,2022112316,21,fmul,benign
700,1268652851,17,load,benign
3754,1483129555,11,fadd,benign
1638,902493525,17,load,benign
2188,1974549655,32,insertelement,benign
2961,1520943604,49,fsub,SDC
583,197482922,59,insertelement,benign
562,357990622,31,extractelement,benign
629,1160886837,0,fadd,benign
3425,140327956,0,phi,benign
1140,2019035041,34,fadd,benign
2030,287968190,4,load,benign
2236,397582438,51,insertelement,benign
946,2031972805,36,sext,SDC
2216,574514938,26,or,SDC
765,141947243,63,load,benign
423,1258081940,39,load,benign
945,809908524,19,load,SDC
635,1285973535,61,fsub,SDC
2257,712027846,60,insertelement,SDC
2857,1095689124,4,load,benign
403,147844819,11,fsub,benign
3922,1896899333,27,fadd,benign
1622,327041001,12,load,benign
787,1282554419,38,load,SDC
1671,306173093,23,load,benign
2706,700722329,0,fcmp,SDC
1701,1116145267,51,load,SDC
3356,1889838891,116,insertelement,benign
3425,1745214476,19,phi,SDC
3716,483842218,60,load,SDC
3478,1225674835,57,sext,SDC
1334,1671257106,2,load,benign
551,534126982,36,fmul,benign
815,237161860,10,add,SDC
2165,154079179,34,shufflevector,benign
628,2042269558,17,fmul,benign
2566,118794189,0,icmp,benign
3374,1655667022,26,shufflevector,benign
801,1115389846,12,load,benign
3477,1169183102,5,load,benign
982,1894380057,21,load,benign
2319,1408917951,49,fmul,SDC
956,689429727,22,load,benign
1121,936959098,62,fadd,SDC
1494,359237836,55,load,benign
3453,264341075,62,load,SDC
2682,820532330,0,icmp,benign
635,1825394761,11,fsub,benign
3919,1316637007,12,fadd,benign
3370,769035389,6,insertelement,benign
1445,79844759,31,load,benign
1332,1206569246,36,load,SDC
3740,1838384435,33,fadd,benign
4631,10820659,62,load,benign
3267,115605146,12,load,benign
2268,1095273125,49,load,SDC
3478,1965365666,36,sext,SDC
1113,1352760391,45,fadd,SDC
680,276428338,62,fadd,benign
2243,961835678,116,insertelement,SDC
4121,494699113,8,load,benign
642,1258055118,9,fmul,benign
441,1831182819,64,insertelement,benign
3728,706312661,51,fadd,benign
959,735340754,13,add,SDC
650,1881017398,16,fadd,benign
3202,349449129,48,fsub,benign
2964,550320375,67,insertelement,benign
622,1794255378,1,fsub,benign
613,1156877094,25,fadd,benign
4685,1507801080,36,sext,SDC
1649,1578424662,41,load,SDC
419,1428413301,33,load,benign
3979,187231544,56,load,benign
2026,1699473745,52,or,SDC
1473,920121425,53,load,SDC
618,1936048513,24,fsub,benign
3741,635696834,49,fadd,benign
633,1736235972,50,fadd,SDC
630,1286336115,48,fsub,benign
626,1956625108,44,fsub,SDC
1855,740520219,45,load,benign
959,2045470016,11,add,SDC
4013,639579596,38,select,benign
503,1118614248,76,insertelement,benign
3737,1271377879,24,fadd,benign
1126,894638035,40,fneg,SDC
3815,137641366,25,fadd,benign
2883,1889136247,5,add,SDC
624,1226812251,56,fmul,SDC
642,1739247067,25,fmul,benign
2073,715888579,43,load,benign
1303,2046402918,36,load,benign
1145,234491710,15,fneg,benign
3830,480430751,22,fadd,benign
1066,1757540978,38,load,benign
2412,1144592370,55,load,SDC
3082,165409908,21,fadd,benign
3723,1023049895,17,fadd,benign
927,208871033,54,load,SDC
1539,1516656208,40,load,benign
2500,16142957,20,load,benign
982,488623881,45,load,benign
3316,596470280,61,extractelement,benign
3642,431053459,33,load,benign
2515,185444623,41,load,SDC
1378,2064331824,59,load,benign
3092,165022972,48,fneg,benign
3174,324216256,28,load,benign
3528,1416582724,59,load,SDC
846,29233110,0,load,benign
4229,251056431,51,fmul,benign
623,1821996061,54,fsub,SDC
1142,220602484,53,fadd,benign
1142,44052793,39,fadd,benign
2598,1213849976,33,shl,SDC
1511,704912870,33,load,benign
679,1442482441,37,load,SDC
617,280091294,54,fadd,benign
967,198409067,6,load,benign
680,707461769,4,fadd,benign
4143,685419843,9,fsub,benign
3920,970494705,49,fadd,benign
661,283823028,24,load,benign
969,113548459,29,load,benign
2513,1878197750,58,fadd,SDC
2442,1433441094,32,fmul,benign
402,694850156,58,fsub,benign
948,1065787745,9,load,benign
2023,1412308719,16,load,benign
946,887071629,15,sext,SDC
1594,1415703889,31,load,benign
1142,355103708,51,fadd,benign
4271,1831915627,104,load,SDC
2060,256327323,5,load,benign
943,120756768,25,phi,SDC
3320,370441158,48,load,benign
3970,1886828691,33,phi,SDC
3365,1527722475,23,shufflevector,benign
661,2062965669,25,load,benign
1115,1038838366,39,fmul,SDC
617,974619619,33,fadd,SDC
708,1760162938,11,load,benign
3770,1016065478,20,fadd,benign
3096,1527598972,61,load,benign
1851,1252613739,31,load,benign
3510,2013321200,6,load,benign
808,2004668592,55,phi,SDC
1613,1764614304,44,load,SDC
1568,1985083762,38,load,benign
1208,986099914,21,load,benign
3223,94844482,33,load,benign
987,396792526,58,add,SDC
1218,700975924,32,load,benign
970,844356766,25,sext,SDC
863,1736081039,51,load,SDC
4051,77633403,0,fcmp,benign
3456,818434010,5,phi,SDC
645,135124863,42,fneg,benign
435,2035163611,88,insertelement,benign
473,1201306038,9,fmul,benign
1129,167478943,61,fadd,benign
492,586030716,9,extractelement,benign
412,360031497,12,fadd,benign
2262,231636059,2,load,benign
985,1897735171,30,fadd,SDC
622,813156896,56,fsub,SDC
3564,706219238,54,fsub,benign
617,1739291727,49,fadd,SDC
1401,90112917,52,load,benign
520,237476877,22,fsub,benign
480,1369710060,15,shufflevector,benign
2257,1499176211,1,insertelement,benign
967,1753529816,15,load,SDC
1121,796364917,58,fadd,benign
746,446205742,62,load,SDC
4284,1173980519,0,or,benign
4275,441925094,1,fcmp,benign
2183,627122472,52,shufflevector,SDC
2872,507734394,31,select,benign
2412,637976960,26,load,benign
808,901344716,1,phi,benign
708,156501252,47,load,benign
1132,1588328654,29,fadd,benign
2242,1447135709,98,insertelement,benign
640,1766660687,13,fmul,benign
635,1199047262,51,fsub,SDC
1853,387547959,8,fmul,benign
1553,313206044,3,load,benign
1164,185005354,50,load,SDC
815,594075994,47,add,SDC
3003,1813537698,49,shufflevector,SDC
2196,560438227,11,insertelement,benign
984,1278852254,6,load,benign
620,1400784139,59,fmul,SDC
619,1101318113,51,fsub,SDC
815,1397684979,54,add,SDC
3273,1075258416,47,load,benign
1287,436291690,55,load,benign
374,1188640581,62,load,benign
1558,1207177105,22,load,benign
3343,1947933548,51,fmul,benign
3347,2003030324,57,shufflevector,benign
3475,462470938,21,phi,SDC
1470,245726957,12,fmul,benign
987,1442573273,28,add,SDC
457,1958358462,63,insertelement,benign
1734,79697592,3,load,benign
3302,1562355503,18,insertelement,benign
804,1828714516,27,load,SDC
863,403914230,13,load,benign
1209,273771349,8,load,benign
3809,551052862,57,fmul,SDC
2455,972318664,48,load,benign
615,594787646,14,fsub,benign
1740,295164595,60,load,SDC
658,1349008990,59,load,benign
1148,1498413813,40,fneg,SDC
3897,1752439790,16,fneg,benign
613,347267511,16,fadd,benign
3488,987525441,1,load,benign
1155,231201638,59,fneg,benign
3217,1762549245,14,load,benign
2151,1588908717,61,shufflevector,SDC
3456,140247610,50,phi,SDC
1148,1639171,6,fneg,benign
3350,596463217,117,insertelement,benign
621,1055417077,52,fadd,SDC
1115,450323581,55,fmul,benign
2220,192682108,56,load,benign
4050,685347494,54,fmul,benign
3592,554534780,15,load,SDC
622,1983998297,48,fsub,SDC
1110,1857079310,21,fadd,benign
676,244347722,47,load,benign
632,611918686,4,fmul,benign
1140,79040590,21,fadd,benign
4527,1191411660,0,icmp,SDC
1398,1561583549,60,fmul,SDC
4859,1986745779,41,phi,SDC
680,1202305798,61,fadd,SDC
2448,1203959389,22,fadd,benign
5033,1797396171,31,load,benign
3488,235969353,43,load,benign
4792,657299099,38,load,benign
2881,1312115151,19,select,benign
453,2023461170,32,fsub,benign
481,1859947425,83,fmul,benign
3854,1389507236,25,fdiv,benign
1111,922986454,46,fadd,benign
374,1790833563,49,load,benign
946,809756912,3,sext,SDC
1299,2036303592,42,load,benign
3461,1510637015,62,load,SDC
4139,748911500,33,insertelement,benign
815,1265256580,17,add,SDC
2522,206896773,42,load,benign
2495,1301247985,58,load,SDC
2560,1443883307,52,load,SDC
2337,1060516257,9,add,SDC
2973,667219392,45,insertelement,benign
4878,1563098119,20,load,SDC
1662,1000772683,2,load,benign
3611,1187548195,46,sext,SDC
1162,1217159757,31,fmul,benign
4846,756046747,0,icmp,benign
1335,404227952,43,load,SDC
653,11383346,26,fadd,benign
3914,1872852064,13,fadd,benign
1070,2029559038,22,load,benign
845,1191961678,55,fmul,SDC
982,795457504,11,load,benign
1754,1025270813,2,load,benign
552,335235484,6,extractelement,benign
960,1653497135,0,icmp,SDC
2944,1302049892,119,shufflevector,SDC
3459,1277694861,57,sext,SDC
3469,183050678,5,load,benign
4011,1452183585,15,select,benign
1780,1186567842,15,load,benign
3371,1954925179,99,shufflevector,benign
2222,944625292,104,insertelement,benign
679,781601071,15,load,benign
1008,347732437,43,load,benign
2044,1764993634,33,load,benign
3928,1941791385,0,fadd,benign
469,608187642,110,fsub,benign
1740,962356692,24,load,benign
2595,312372865,0,icmp,SDC
1135,308699786,28,fmul,benign
2488,433217796,27,fadd,benign
3333,867821628,22,extractelement,benign
2126,849547929,44,insertelement,SDC
978,1601250876,49,load,SDC
4753,2034897884,27,sext,SDC
594,1890938793,96,fsub,benign
1819,817555946,56,load,benign
1554,231591178,59,fmul,benign
676,1587771132,49,load,SDC
3604,155288955,0,load,benign
3498,388085831,75,load,benign
4235,357143993,0,icmp,SDC
4787,1386352521,63,phi,SDC
658,1425062954,18,load,benign
3508,1965234925,5,load,benign
483,1863402830,6,extractelement,benign
3289,1958075764,40,load,benign
525,1925073489,2,extractelement,benign
4391,247513623,65,load,benign
3653,232938786,4,load,benign
2540,1165007832,54,load,SDC
3746,1576515112,52,fadd,benign
619,647776771,12,fsub,benign
3788,942292247,50,fmul,SDC
1114,1412176536,51,fneg,SDC
1161,1129717674,15,load,benign
1758,1402419543,47,load,SDC
4398,473707568,102,fadd,SDC
3350,1675675914,105,insertelement,benign
3243,1022106969,36,fmul,benign
1159,1512354576,2,fmul,benign
5151,1002498094,32,add,SDC
3762,709873715,63,fadd,SDC
3269,1893236219,31,fsub,benign
670,735366649,51,load,benign
613,538189950,1,fadd,benign
2011,111437899,4,load,benign
4601,1417669734,7,fneg,benign
4077,1790417007,14,load,benign
3292,360099503,48,insertelement,benign
378,304349242,34,load,benign
2818,730071926,0,add,benign
1137,2070402626,16,fadd,benign
1507,874203928,14,fmul,benign
1142,880606015,62,fadd,SDC
1372,1409182850,28,load,benign
1115,149680736,58,fmul,benign
2961,292433822,22,fsub,benign
629,591326743,1,fadd,benign
1297,305341550,52,load,benign
3527,1707097298,43,load,benign
2747,840800745,35,add,SDC
4581,88532674,63,phi,benign
4556,569174579,19,load,benign
2515,1422727791,30,load,benign
523,225070725,71,fsub,benign
3077,1197379206,14,fsub,benign
3751,589864495,53,fmul,SDC
4162,1683646810,23,extractelement,benign
2788,2043977638,17,fdiv,benign
2083,740232054,46,load,SDC
655,372069915,49,load,benign
3458,1741195267,1,load,SDC
3086,367192455,11,fmul,benign
1149,1560643586,15,fmul,benign
1384,1007846843,12,load,benign
767,1622420375,44,load,SDC
4406,1680324810,20,select,benign
3359,469188435,16,insertelement,benign
1440,676614512,36,load,SDC
475,1745081825,100,fadd,benign
665,1767421104,30,fadd,benign
1657,1384843280,17,load,benign
2319,1422822637,3,fmul,benign
3781,833252834,63,fmul,SDC
3017,990680559,34,fneg,SDC
1145,375910707,33,fneg,benign
5035,865175036,0,select,benign
3514,1972239169,0,icmp,SDC
454,1893326660,35,shufflevector,benign
1110,679948583,15,fadd,benign
1118,71970920,54,fadd,benign
2616,1602306318,52,load,SDC
2872,617184856,21,select,benign
479,1167737270,121,shufflevector,benign
636,2045859359,8,fmul,benign
2215,1616453086,61,phi,SDC
649,809805528,50,load,benign
982,2035116020,56,load,SDC
4229,116777037,7,fmul,benign
640,1408089666,8,fmul,benign
634,661195603,61,fsub,SDC
3286,1295187466,26,load,benign
1185,475132957,24,load,benign
3923,780327035,61,fadd,SDC
1395,553612815,61,load,benign
376,1639549193,55,load,benign
3043,1858189690,22,load,benign
1149,1760895489,62,fmul,SDC
976,562911845,0,load,benign
3174,727013325,61,load,SDC
2982,1225052852,39,fsub,SDC
3453,221889896,43,load,SDC
3802,720411530,11,call,benign
1145,549204532,51,fneg,SDC
3488,1896202259,36,load,benign
599,261061932,9,fneg,benign
4461,1012886238,82,select,benign
2338,178534101,0,icmp,benign
673,449223509,8,load,benign
3081,1158734849,38,fadd,benign
583,495271405,9,insertelement,benign
2987,674388952,63,fsub,SDC
1158,291403127,3,load,benign
1846,517786265,50,load,benign
3818,1762755566,42,fadd,benign
495,1237327569,46,fsub,benign
3161,334665519,51,fdiv,benign
965,364597654,9,phi,SDC
619,1490851299,3,fsub,benign
3716,1766109021,2,load,benign
1243,1245082999,19,load,benign
4836,480765835,0,fcmp,benign
376,1222003796,20,load,benign
758,1659933540,16,load,benign
1113,383293787,61,fadd,benign
2445,965765555,3,load,benign
624,732055194,7,fmul,benign
952,212824526,32,load,benign
2354,497009783,1,load,benign
3823,938713768,59,fadd,benign
579,844597607,11,extractelement,benign
428,610388528,61,load,benign
625,1867096450,59,fadd,SDC
4267,710334953,27,phi,SDC
1837,220913829,42,fmul,benign
1214,1664590484,51,load,SDC
987,407077845,43,add,SDC
1117,1836744178,18,fadd,benign
3492,585484444,0,icmp,benign
5149,10874821,3,select,benign
1242,1819435926,23,load,benign
985,925350415,20,fadd,benign
1868,567136797,25,load,benign
3860,1100163608,20,fmul,benign
3510,1468919518,50,load,SDC
1086,810149484,27,load,benign
874,1445861743,49,fneg,SDC
579,409008501,14,extractelement,benign
765,1386760949,36,load,SDC
1384,461257271,6,load,benign
746,579943348,26,load,benign
3075,405569142,55,fsub,benign
1121,1238097912,2,fadd,benign
3076,303188810,25,fsub,benign
4642,335995951,2,phi,benign
3498,860984950,125,load,benign
676,286874303,44,load,SDC
4894,417310809,34,sext,SDC
1225,1767599977,59,load,SDC
816,566490790,0,icmp,benign
1138,1716213861,36,fneg,benign
3826,558152030,58,fadd,benign
1037,760913311,24,load,benign
1255,1196309218,17,load,benign
2523,818037352,45,fadd,SDC
3208,147823734,29,load,benign
935,389500387,27,load,benign
768,188442605,38,load,benign
948,283414961,12,load,benign
650,29112520,0,fadd,benign
631,244846296,62,fsub,benign
946,431808934,35,sext,SDC
1649,1419494607,56,load,SDC
3093,133234252,9,fmul,benign
3825,1648931857,28,fmul,benign
1199,1836421873,60,load,SDC
3083,888943109,23,fmul,benign
3932,1040586043,42,fmul,SDC
2178,319998246,41,insertelement,benign
4056,1535218811,57,select,benign
