fiidex,fi_cycle,fi_bit,opcode,error_type
3449,1944644582,13,load,benign
3702,1834927069,6,load,benign
925,142445651,16,load,benign
3623,1375760889,48,sext,SDC
1712,5314823,62,load,benign
777,1055359608,50,load,SDC
3776,59921334,27,fadd,benign
1333,834936507,16,load,benign
3241,257307552,45,load,benign
2949,267991426,102,insertelement,benign
367,124004911,25,add,SDC
2543,1651093711,27,fadd,benign
648,1303348400,29,fmul,benign
840,152344347,111,fneg,benign
782,981464970,9,load,benign
3478,1865485783,2,sext,benign
376,1454507680,9,load,benign
3970,1976283773,41,phi,SDC
4189,487759560,36,add,SDC
3716,102173309,25,load,benign
946,1667478728,5,sext,SDC
3909,1500549280,57,fmul,benign
960,1566646293,0,icmp,SDC
1140,1871004966,44,fadd,benign
3649,1828171833,57,load,benign
3866,1896891784,35,fadd,benign
3866,137686698,58,fadd,benign
969,1359279805,52,load,SDC
431,410709895,60,load,SDC
3594,515720337,9,load,SDC
3504,1378869478,22,load,benign
438,529455949,4,fsub,benign
3323,1232744852,87,insertelement,benign
523,322800806,101,fsub,benign
1483,1561300372,49,load,SDC
4829,1666513892,0,icmp,benign
1145,923022752,51,fneg,benign
3153,1672343942,51,call,benign
4165,1030192739,45,extractelement,SDC
4011,1614657864,9,select,benign
4685,1780345975,35,sext,SDC
1300,1919323261,17,load,benign
4028,522992463,19,load,benign
3062,956014540,26,load,benign
1106,1087714608,56,load,SDC
1165,778634185,53,fmul,benign
3858,296648372,10,fmul,benign
382,1439169947,8,load,benign
4488,314717859,23,fmul,benign
3796,88055471,10,fmul,benign
3226,466016927,9,fsub,benign
653,166565634,50,fadd,benign
3564,1483010039,15,fsub,benign
3532,236288918,0,icmp,benign
1140,940391566,42,fadd,SDC
1260,1136758752,1,load,benign
4119,1142365584,26,load,benign
1374,461749391,63,load,benign
473,1420331247,24,fmul,benign
2035,1021668456,28,load,benign
3488,1340591190,58,load,benign
2262,1682106403,58,load,SDC
1720,1747445827,42,load,SDC
3986,24750729,25,sext,SDC
4591,1215900466,23,load,benign
3786,194228816,55,fadd,benign
3732,413249535,21,fadd,benign
630,184691164,47,fsub,benign
5124,1055119604,35,fmul,benign
3089,1333635003,32,fmul,benign
2233,1947218320,4,load,benign
2467,1795756902,55,load,SDC
1298,1484804406,14,load,benign
509,1832382808,52,insertelement,benign
1770,252862381,44,load,benign
638,626019550,31,fmul,benign
2522,1148074701,58,load,benign
2319,740101401,1,fmul,benign
1833,33604738,50,load,benign
1540,1681858314,48,fmul,SDC
1297,975291158,56,load,SDC
607,1648680232,38,fmul,benign
1138,1729763105,0,fneg,benign
1165,322987712,57,fmul,benign
4795,1952311105,16,add,SDC
1766,1492507405,15,load,benign
1287,2039642986,22,load,benign
1142,1809000927,60,fadd,SDC
5034,1431424882,0,fcmp,benign
749,92656562,22,load,benign
4818,1348152055,14,phi,SDC
2978,1419890380,33,fsub,SDC
2523,1408976145,21,fadd,benign
946,1570743068,57,sext,SDC
1199,266271868,39,load,SDC
2385,1363659142,2,sext,SDC
460,131852386,22,fsub,benign
3592,1156056014,20,load,SDC
4740,91946008,8,sext,benign
1111,768129163,2,fadd,benign
1804,1561166562,21,fmul,benign
1121,1564301143,47,fadd,SDC
3014,1190867062,62,fmul,SDC
808,2001482944,45,phi,SDC
372,1389139021,53,load,benign
700,1150314904,22,load,benign
3374,377412790,106,shufflevector,benign
3308,1479494745,11,load,benign
679,2000782564,44,load,benign
586,559432779,24,shufflevector,benign
1181,2046308951,48,load,SDC
4550,703271142,27,load,benign
641,1216682812,62,fneg,SDC
3657,529983940,31,load,benign
2379,2047268145,4,load,benign
2430,1878291418,62,load,SDC
3086,1879080528,30,fmul,benign
3519,2878199,32,load,benign
3477,1402514367,30,load,SDC
3076,416070118,11,fsub,benign
3459,624688347,0,sext,SDC
3093,189906928,50,fmul,benign
4017,1842092877,53,select,benign
515,338261983,28,insertelement,benign
1421,1262732242,59,load,SDC
2183,1916387539,85,shufflevector,benign
2482,1409277745,46,load,SDC
613,1212605413,47,fadd,SDC
680,1283055056,35,fadd,SDC
1449,76135404,50,load,benign
3239,1875875489,8,load,benign
3801,1717920005,18,fadd,benign
613,1918938761,29,fadd,SDC
874,964022494,78,fneg,benign
833,623014539,5,fmul,benign
2047,231581287,17,or,SDC
2198,1035919763,51,insertelement,SDC
3297,129743198,41,load,benign
646,1618613398,26,fmul,benign
3465,2068247361,3,load,benign
3519,755113533,46,load,benign
629,1904346145,6,fadd,benign
4880,1400366488,46,load,SDC
408,386082546,16,fadd,benign
2026,698159411,43,or,SDC
4048,1358431799,9,fmul,benign
1254,291141621,50,load,benign
576,1713892515,21,extractelement,benign
839,1003295398,37,load,SDC
3254,1886169535,33,load,benign
1309,369102813,11,load,benign
4510,1152996091,23,phi,benign
673,385798199,40,load,benign
1171,799499046,23,load,benign
622,180783652,49,fsub,benign
990,1608988583,16,load,SDC
1671,1447222347,4,load,benign
1487,1502460957,22,load,benign
861,760215929,66,fneg,benign
2480,1151405877,55,load,SDC
648,424679830,20,fmul,benign
3496,1779030419,112,load,benign
1684,1881628029,62,load,SDC
665,566542799,61,fadd,benign
1037,1450317928,23,load,benign
3647,529902463,0,load,benign
614,1983743913,37,fsub,SDC
3284,193576131,15,load,benign
3279,712969381,41,load,benign
3221,737431942,7,load,benign
3674,2044838721,32,load,benign
683,1681188841,63,fadd,SDC
3429,416489847,59,load,SDC
1296,619637269,58,load,SDC
4742,1121448383,29,load,benign
3912,1043967395,27,fadd,benign
517,1337030564,21,fsub,benign
4235,194589908,0,icmp,benign
1120,1605743242,35,fadd,SDC
3696,1285152719,23,load,benign
1282,870082038,36,load,benign
2452,196096176,47,load,benign
3834,1253961414,19,fmul,benign
3913,179943962,49,fadd,benign
645,1511766043,29,fneg,benign
2950,2037215477,49,fsub,SDC
623,1618609487,53,fsub,SDC
976,74781535,22,load,benign
1115,72026224,36,fmul,benign
3086,508379035,57,fmul,benign
670,932816876,48,load,SDC
4988,963610402,13,sext,SDC
3660,1504003295,59,load,SDC
4493,134435263,37,load,benign
1640,581521950,4,load,benign
3478,786523490,12,sext,SDC
566,1947698566,105,shufflevector,benign
2971,1510370767,45,insertelement,SDC
4060,1790418437,42,load,benign
3996,1261017505,27,load,SDC
3981,1131823645,36,fdiv,benign
978,1856831473,13,load,benign
644,1132397894,45,fmul,SDC
2241,316355080,9,load,benign
2949,1141523907,103,insertelement,SDC
3335,119492089,46,extractelement,benign
487,1684403671,27,extractelement,benign
3110,1641776393,27,load,benign
3218,1478814636,37,fsub,benign
419,1766889664,20,load,benign
945,2011563939,27,load,SDC
2127,905518839,25,shufflevector,benign
1114,231166855,45,fneg,benign
1304,968681363,25,load,benign
3643,1229444040,14,load,benign
4473,233403279,0,fcmp,benign
3248,419642217,29,load,benign
837,372246259,88,fmul,benign
2948,949025269,82,insertelement,benign
2513,507080512,4,fadd,benign
3024,186137860,57,load,SDC
2430,1245562007,26,load,benign
3075,483668788,42,fsub,benign
1135,1719319225,26,fmul,benign
959,597625723,57,add,SDC
1472,493181064,61,load,benign
2028,546308560,45,load,benign
1159,697422600,16,fmul,benign
4155,339252326,107,insertelement,benign
652,117157497,48,load,benign
671,661194143,24,fadd,benign
956,770641894,59,load,SDC
3840,508749205,23,fneg,benign
3478,1593093729,50,sext,SDC
969,2062722812,52,load,benign
804,1428470582,57,load,benign
569,317407896,24,extractelement,benign
656,1459536161,47,fadd,SDC
2463,2029706964,29,fadd,benign
4272,1469687189,35,fmul,SDC
615,742831910,36,fsub,benign
890,1990858449,57,fmul,SDC
3326,790150130,39,insertelement,benign
619,431643248,20,fsub,benign
1151,690595897,55,fneg,benign
2346,54782265,16,load,SDC
1115,697623034,27,fmul,benign
3158,744317286,61,select,benign
1134,552719371,45,fadd,benign
3726,519338186,53,fsub,benign
1134,936965505,25,fadd,benign
2367,842625942,51,load,SDC
4174,1631874428,52,load,SDC
3137,871733333,12,load,benign
1866,930222172,10,load,benign
4111,537089256,35,fmul,benign
700,1087205960,16,load,benign
3458,1909931050,24,load,SDC
2545,1412558251,27,load,benign
2225,1706231503,7,load,benign
1134,1013951973,1,fadd,benign
3480,1810041422,28,load,benign
614,647481439,59,fsub,SDC
4466,63758957,0,icmp,benign
3465,1423868897,8,load,benign
1124,831256149,20,fadd,benign
3324,1367843614,119,insertelement,benign
2289,676867152,91,fmul,benign
3012,1637943162,10,fmul,benign
3077,345241640,32,fsub,benign
629,1539080796,31,fadd,benign
1502,750807691,21,fmul,benign
1566,1214069450,30,load,benign
1129,407946345,8,fadd,benign
1290,750226880,49,load,benign
1125,1331995822,63,fadd,SDC
2513,270503669,32,fadd,benign
516,573086490,39,shufflevector,benign
533,557370132,14,fneg,benign
1135,1667762645,63,fmul,SDC
3082,1589792288,24,fadd,benign
1682,1512762608,60,load,SDC
2153,947995974,104,shufflevector,SDC
978,597872119,55,load,SDC
1736,104623132,24,load,benign
1161,1470931560,27,load,benign
3940,586438662,0,icmp,SDC
623,258516480,14,fsub,benign
1138,1991398352,0,fneg,benign
3739,1762694390,45,fadd,benign
3458,1831410891,11,load,SDC
649,273292700,18,load,benign
407,1455268113,37,fsub,benign
867,85780379,77,fmul,benign
738,763935233,58,load,SDC
967,1804514228,11,load,SDC
3073,1538206659,22,fsub,benign
3089,288749520,54,fmul,benign
816,470450833,0,icmp,benign
2247,1370701577,0,load,benign
4282,169848631,0,fcmp,SDC
3520,2051368772,30,load,SDC
3820,1386101210,30,fadd,benign
1132,1300937808,5,fadd,benign
3478,458413122,55,sext,SDC
1191,121526555,55,load,benign
441,871553927,91,insertelement,benign
452,650617112,108,fadd,benign
1846,1298054294,9,load,benign
802,241164000,31,load,benign
3148,1141584739,0,fcmp,benign
3337,1676384315,6,load,benign
3748,1379192631,60,fadd,benign
403,753213011,4,fsub,benign
2295,1339830456,5,fmul,benign
4996,533694785,15,phi,SDC
1263,1248497839,50,load,SDC
1191,775044885,0,load,benign
626,1108264391,60,fsub,SDC
679,251566301,47,load,benign
670,67688374,46,load,benign
3217,1696540783,35,load,benign
3086,1413093542,7,fmul,benign
3167,317325188,3,load,benign
4862,1697552057,0,sext,benign
673,1223648448,27,load,benign
2026,553211192,3,or,benign
1151,915712165,54,fneg,SDC
411,345839146,36,fadd,benign
1142,1317957462,25,fadd,benign
2289,715912913,101,fmul,benign
4759,1545685797,0,icmp,SDC
1112,877141723,47,fadd,benign
982,1752950476,7,load,benign
3011,1500255464,42,fneg,SDC
1128,1998191685,27,fadd,benign
426,1408082475,60,load,benign
2938,888590672,103,insertelement,benign
1124,1792078735,1,fadd,benign
3504,2023446914,92,load,benign
1114,1028303958,22,fneg,benign
4084,650064982,58,phi,benign
2105,1981868684,5,load,benign
658,975191655,15,load,benign
1142,637221190,41,fadd,SDC
409,904285971,28,fsub,benign
801,1258275581,42,load,SDC
2365,1259348203,11,sext,SDC
655,784542557,25,load,benign
3226,1672758774,10,fsub,benign
1126,125109857,50,fneg,benign
3089,161711937,8,fmul,benign
3026,1113553275,25,load,benign
473,1153818597,43,fmul,benign
625,573538400,5,fadd,benign
650,738947773,57,fadd,SDC
4513,162717536,25,load,benign
3878,1548983350,39,fadd,SDC
2939,1803517011,25,shufflevector,benign
1278,1512448661,61,load,SDC
3458,589082404,6,load,SDC
1413,877664604,28,load,benign
808,301521352,3,phi,SDC
1712,1796111767,56,load,SDC
1332,623183395,9,load,benign
3925,1649014211,36,fmul,benign
446,428527579,92,shufflevector,benign
674,1874132792,36,fadd,benign
3170,41444394,17,fsub,benign
463,1022781342,63,shufflevector,benign
430,1468672124,30,load,benign
808,117730515,31,phi,SDC
444,1903032677,2,fsub,benign
664,1715476595,47,load,benign
3459,232333933,60,sext,SDC
3757,1569495771,12,fadd,benign
407,1102829788,19,fsub,benign
2793,1158640029,11,load,benign
625,960812921,22,fadd,benign
2270,1512895737,115,insertelement,benign
624,1552941534,33,fmul,SDC
2234,1186352869,46,load,SDC
2256,1119629447,75,insertelement,benign
1169,1098498613,10,load,benign
3706,392168902,37,load,benign
945,946466474,10,load,SDC
3545,1858965986,37,add,SDC
525,17013673,4,extractelement,benign
4611,1904214064,0,icmp,SDC
3488,920739633,2,load,benign
979,64415602,37,fadd,benign
3817,737983720,47,fmul,benign
712,1952965845,14,load,benign
637,498909720,31,fneg,benign
1137,679818523,31,fadd,benign
463,575285940,120,shufflevector,benign
1114,234450967,15,fneg,benign
513,336759172,18,shufflevector,benign
5011,1476466369,0,fcmp,SDC
637,1797775451,50,fneg,SDC
2964,966148391,80,insertelement,benign
3628,699192241,12,load,benign
1124,1248354819,60,fadd,SDC
3160,1769040406,54,call,benign
1115,234771638,42,fmul,benign
1678,641593877,28,load,benign
3488,931174651,3,load,benign
1045,785317987,39,load,SDC
679,1006438251,4,load,benign
3109,973704171,47,load,benign
434,1129029016,92,insertelement,benign
3472,550817525,51,add,SDC
1132,26136816,54,fadd,benign
2918,1197102717,0,icmp,SDC
3904,169349020,45,call,benign
5186,738646042,0,add,benign
3560,292969858,15,load,benign
1275,538386242,27,load,benign
4578,1198437541,16,load,benign
587,1611678984,66,fsub,benign
3324,469615502,10,insertelement,benign
624,89438201,46,fmul,benign
648,156643792,60,fmul,benign
3058,582215468,32,load,benign
2215,1356896580,4,phi,SDC
3081,2048209662,36,fadd,benign
613,1969750623,0,fadd,benign
3702,1704156125,48,load,benign
5152,332540272,0,icmp,benign
1656,1682394951,40,load,SDC
3014,225228728,50,fmul,benign
2883,507726809,45,add,SDC
3891,1222490552,37,fneg,benign
2211,1078145226,42,shufflevector,benign
1649,740590592,3,load,benign
4013,1835226462,59,select,benign
716,1522494339,1,load,benign
3720,2017401104,30,fadd,benign
990,1902115798,31,load,SDC
2079,976168899,33,load,benign
3202,514927560,58,fsub,SDC
2884,1809948826,0,icmp,SDC
422,1190207801,16,load,benign
2129,326985402,76,shufflevector,benign
774,485006079,45,load,benign
956,463719246,54,load,SDC
948,148921720,23,load,benign
454,490855736,22,shufflevector,benign
2597,1915816058,59,phi,SDC
2195,634283262,11,shufflevector,benign
3458,168460091,6,load,benign
865,1553534858,78,insertelement,benign
2247,525099416,15,load,benign
3915,1434514613,46,fadd,benign
3458,41788930,5,load,benign
3611,1531479519,5,sext,benign
3469,115545420,22,load,benign
3749,360378303,11,fadd,benign
3492,232669961,0,icmp,benign
864,1794476801,103,fneg,SDC
844,354235616,73,fneg,benign
431,1319353376,41,load,benign
3181,822427496,56,load,benign
1171,880403889,30,load,benign
3601,1222561354,61,sext,benign
970,911260154,61,sext,benign
2194,1740432296,30,insertelement,benign
520,1910551730,103,fsub,benign
3075,1920556854,9,fsub,benign
1558,140081229,12,load,benign
1114,1049386535,34,fneg,benign
3693,924723283,49,load,benign
3933,529969420,54,fmul,benign
1392,1374580731,17,load,benign
725,1213125184,41,load,SDC
749,481342055,26,load,benign
667,1369720604,3,load,benign
5186,735119638,9,add,benign
965,1683959666,21,phi,SDC
4686,738589605,0,load,SDC
728,1722296092,22,load,benign
2319,648842229,64,fmul,benign
3079,624322240,12,fsub,benign
3054,2051371229,45,load,benign
1125,1795262886,23,fadd,benign
3640,377872032,13,load,benign
3075,621289170,51,fsub,benign
1115,848776656,6,fmul,benign
1132,813933938,31,fadd,benign
405,329484619,47,fsub,benign
2918,730099996,0,icmp,SDC
679,1009873272,57,load,SDC
2781,1699715579,1,load,benign
509,880031836,78,insertelement,benign
815,1791275035,20,add,SDC
1807,1464428868,10,load,benign
978,714696836,9,load,benign
1177,1939638269,28,load,benign
506,637093651,65,fmul,benign
1734,1930125741,6,load,benign
1145,1234709045,46,fneg,benign
2385,1947518734,40,sext,SDC
444,1669516126,64,fsub,benign
437,1282843652,60,insertelement,SDC
662,96450361,47,fadd,benign
2619,1021289717,26,load,SDC
420,1894411526,21,load,benign
491,1420316291,12,fneg,benign
3073,473095816,31,fsub,benign
5016,1180854827,0,icmp,benign
4025,688958461,26,load,SDC
2026,443695036,13,or,benign
1133,1688397027,46,fneg,SDC
3026,895779055,16,load,benign
2498,1530362960,35,fadd,SDC
1298,887547350,53,load,SDC
726,1983640637,18,load,benign
505,16854481,122,shufflevector,benign
969,1608658110,42,load,SDC
5126,1642540854,42,load,benign
2273,383909725,112,fmul,benign
661,1303839669,33,load,benign
3677,1406957404,51,load,SDC
700,1313680595,49,load,SDC
1074,485843313,47,load,benign
1138,841712467,24,fneg,benign
2087,1802751416,30,load,benign
3473,1731385757,0,icmp,SDC
652,763488332,15,load,benign
2547,986888392,49,load,SDC
3201,1710453882,35,load,benign
625,467167099,46,fadd,benign
3849,875531325,16,fmul,benign
978,1171095008,22,load,benign
3089,430480847,57,fmul,benign
2054,1799174502,41,or,SDC
3137,13642832,50,load,benign
1261,1791705775,6,load,benign
1776,2012493400,58,fmul,SDC
2061,1063803274,54,fdiv,SDC
1355,542309147,5,load,benign
670,1167393702,16,load,benign
623,1111645164,39,fsub,SDC
585,28671924,69,insertelement,benign
969,230714069,24,load,benign
1302,517476647,31,load,benign
449,1458225294,51,insertelement,benign
3691,1347772145,55,load,SDC
3849,1721366888,46,fmul,benign
517,522504232,17,fsub,benign
4732,1166897469,32,add,SDC
2162,55279956,124,insertelement,benign
455,1712148291,55,insertelement,benign
2216,1056750938,6,or,SDC
4758,1086442053,37,add,SDC
2018,507278671,50,load,SDC
656,584130362,22,fadd,benign
1330,1881198736,24,load,benign
3532,348922103,0,icmp,SDC
4155,815762840,71,insertelement,benign
673,1107769779,17,load,benign
4402,1452281819,87,load,benign
3774,1131574683,37,fmul,benign
3738,423949757,29,fadd,benign
1158,676295740,9,load,benign
658,967738913,48,load,benign
3473,34826369,0,icmp,benign
873,1935750667,49,load,SDC
946,230186460,27,sext,SDC
2797,1523692881,56,add,SDC
3384,1316328633,114,fmul,benign
3911,734610211,18,fmul,benign
4796,1058414128,0,icmp,SDC
436,1236105060,110,insertelement,benign
987,1715659925,24,add,SDC
1392,1429586907,15,load,benign
2255,1554533941,34,load,SDC
734,1034926528,30,load,benign
2900,179047232,55,load,benign
1008,827724108,32,load,benign
2289,1322509272,90,fmul,benign
3461,155019604,60,load,SDC
3472,1765263630,50,add,SDC
620,1756933442,63,fmul,SDC
420,1783854852,14,load,benign
4085,1341055992,6,fmul,benign
1110,761080354,13,fadd,benign
2225,1812901836,27,load,benign
3431,613933828,2,load,SDC
623,1518512197,53,fsub,SDC
409,1567329841,29,fsub,benign
698,1034637628,30,load,SDC
2185,930452882,53,shufflevector,benign
3475,197028792,56,phi,SDC
4014,1507560780,0,fcmp,benign
3248,1193763389,9,load,benign
5020,1131920848,41,add,SDC
4272,889862559,7,fmul,benign
982,657719078,17,load,benign
1334,1220368134,17,load,benign
484,209076160,14,extractelement,benign
1313,199550411,57,load,benign
4093,144810956,15,fadd,benign
601,7938508,54,fneg,benign
1112,722292379,34,fadd,benign
1835,1606095436,20,load,benign
2350,1550937841,14,load,SDC
2337,1284068886,28,add,SDC
4229,1611416475,115,fmul,SDC
683,1059083731,24,fadd,benign
948,1062894714,33,load,benign
3868,501502116,31,fmul,benign
616,771050744,51,fmul,SDC
4733,611398180,0,icmp,SDC
1142,1415388916,7,fadd,benign
1487,365871141,14,load,benign
2906,909674362,42,load,benign
462,1755197238,69,shufflevector,benign
432,837856066,41,load,benign
2211,1529998031,31,shufflevector,benign
463,744393899,18,shufflevector,benign
3498,1848040196,86,load,benign
2281,1011453205,49,fmul,benign
3828,762699366,39,fadd,benign
4594,1976487694,20,fadd,benign
1054,651368883,55,load,benign
682,431554569,4,load,benign
412,1756989923,18,fadd,benign
5139,290121666,58,load,SDC
615,1480213116,59,fsub,SDC
2942,1583234728,109,insertelement,SDC
4724,194445317,26,phi,SDC
3484,98509435,23,load,benign
581,578569896,8,extractelement,benign
411,85239363,51,fadd,benign
3931,536971701,28,fsub,benign
1669,1916170694,35,fmul,benign
594,1383108058,39,fsub,benign
1155,1286663529,15,fneg,benign
2207,1028672326,34,shufflevector,benign
461,1904653167,56,fmul,SDC
1111,104099661,60,fadd,benign
3277,1810554713,25,load,benign
665,460111246,7,fadd,benign
4611,420770225,0,icmp,SDC
1305,1129781343,33,load,benign
3681,335556932,50,load,benign
1470,273951813,46,fmul,benign
808,1460053547,7,phi,SDC
1134,869833782,7,fadd,benign
3078,917048209,5,fsub,benign
655,1487174347,5,load,benign
1117,1760997786,25,fadd,benign
3672,727562851,57,load,benign
4019,1247114941,6,load,benign
535,624554944,52,extractelement,benign
1121,1164654585,41,fadd,SDC
3917,1924594138,48,fsub,benign
3730,1821275437,3,fadd,benign
2495,104585771,19,load,benign
485,1992430013,32,extractelement,benign
3492,881825606,0,icmp,benign
1240,672932175,54,load,benign
565,1653465950,23,fadd,benign
4526,689091323,20,add,SDC
4046,843911461,43,fmul,SDC
4022,628930766,4,and,benign
2949,455117806,14,insertelement,benign
1564,160806160,39,load,benign
3258,264129435,27,load,benign
3080,440675046,19,fadd,benign
1524,1644448605,15,fmul,benign
772,1619185293,23,load,benign
1570,447013647,49,load,benign
972,774307604,42,load,benign
3377,1641445222,67,shufflevector,benign
4727,664337427,22,sext,SDC
2552,1398371485,8,load,benign
2263,599036201,58,insertelement,SDC
3089,832335489,39,fmul,benign
3532,867865805,0,icmp,SDC
550,121121966,50,shufflevector,benign
2131,1004380100,39,shufflevector,benign
1581,54791304,20,load,benign
2996,1786576236,66,fmul,benign
1135,1021295772,2,fmul,benign
3676,1548978896,49,load,benign
837,1125622065,33,fmul,SDC
1392,1820185956,38,load,SDC
2403,1158197520,1,load,benign
1149,326566279,45,fmul,benign
4111,1198267227,19,fmul,benign
2225,238593036,51,load,benign
653,1254822911,35,fadd,benign
634,1334977130,55,fsub,SDC
2938,374178805,82,insertelement,benign
3914,1253971656,10,fadd,benign
3475,888832849,23,phi,SDC
4551,625621548,0,fcmp,benign
3083,476437248,4,fmul,benign
753,650583520,3,load,benign
1568,1363668789,6,load,benign
1140,855790776,38,fadd,SDC
2394,1447310438,16,load,benign
3169,1624186056,60,load,SDC
3531,1218076018,10,add,SDC
4752,636118564,9,load,benign
3237,2020255511,59,load,benign
3147,1834280840,36,call,benign
3209,723767214,10,fsub,benign
1125,1073608059,48,fadd,SDC
1511,1840816809,4,load,benign
1782,500011475,62,load,SDC
628,731773078,26,fmul,benign
1115,29801558,42,fmul,benign
1288,1045586753,34,load,SDC
3863,73881103,40,fadd,benign
5030,99002067,9,load,benign
618,1639551378,46,fsub,SDC
2219,239072504,10,load,benign
3869,2024441681,47,fadd,benign
412,1260274170,14,fadd,benign
1758,1112657656,2,load,benign
632,665440388,17,fmul,benign
1695,556579669,27,load,benign
777,665078628,25,load,benign
683,312083612,38,fadd,benign
1246,185340412,59,load,benign
3297,342187053,49,load,benign
452,860499633,97,fadd,benign
3477,1827508432,0,load,benign
2060,1754328033,2,load,benign
1162,460809002,47,fmul,SDC
3895,1717975825,4,fmul,benign
4123,257965366,62,load,benign
700,1915049908,43,load,SDC
3167,1607310787,14,load,benign
1800,1287636714,27,load,benign
1736,1039066716,16,load,benign
621,1784206553,4,fadd,benign
640,548569199,25,fmul,benign
3865,625314641,53,fadd,benign
2490,1730705346,54,load,SDC
1232,971820511,36,load,benign
479,1724023307,53,shufflevector,benign
1120,1950355911,53,fadd,SDC
556,873139573,72,insertelement,benign
406,1535742191,38,fmul,benign
3666,1776566412,22,load,benign
2981,1889636553,120,fsub,SDC
2192,1878617653,32,insertelement,benign
1145,873466580,35,fneg,SDC
1121,1000277795,9,fadd,benign
988,152702761,0,icmp,benign
3279,1592876539,25,load,benign
1531,1902394950,16,load,benign
3082,327906580,22,fadd,benign
527,1937441229,56,extractelement,benign
2475,1785545481,37,load,benign
3077,1772406999,19,fsub,benign
1138,1839838627,49,fneg,SDC
967,1258071621,14,load,SDC
3208,842864176,60,load,SDC
559,1015811802,122,insertelement,benign
4102,1483294947,52,select,benign
4571,1167010113,61,load,SDC
1257,1915559584,36,load,benign
5147,1344854792,0,fcmp,benign
2268,1126952124,30,load,SDC
462,76886209,87,shufflevector,benign
3297,804656099,63,load,benign
3060,1899680572,17,load,benign
1704,330860860,18,load,benign
3679,420439638,63,load,benign
1297,1871057089,46,load,SDC
4488,1068999144,20,fmul,benign
3021,1029646479,27,fadd,benign
641,1083273965,11,fneg,benign
962,1621912540,57,add,SDC
2403,1443971858,44,load,SDC
569,536071085,20,extractelement,benign
1086,1300754986,46,load,SDC
2859,990485775,55,load,SDC
1121,598807167,19,fadd,benign
3116,896007704,0,load,benign
3465,2037213811,34,load,SDC
4999,540757497,0,fcmp,SDC
616,1017140461,17,fmul,benign
5149,1247372474,11,select,benign
1616,1843747605,62,load,SDC
988,1150142616,0,icmp,SDC
2542,1984956350,36,load,SDC
3473,586049925,0,icmp,benign
1112,65087847,4,fadd,benign
3643,2017357645,59,load,SDC
965,1853025961,12,phi,SDC
4054,233249977,51,select,benign
4028,688923059,6,load,benign
3039,2030628077,54,load,SDC
1495,1457846150,12,load,benign
3144,1053784855,19,call,benign
2906,1319096551,55,load,SDC
3831,1517857697,11,fadd,benign
5171,336090554,2,load,benign
1461,652025477,2,load,benign
2270,1116369779,2,insertelement,benign
4558,424312384,32,load,benign
2174,1899179215,27,insertelement,benign
1218,1213470911,46,load,SDC
2528,136151039,33,fadd,benign
2173,1464567524,112,shufflevector,SDC
2968,1565333542,32,insertelement,SDC
1124,1839830049,25,fadd,benign
1010,1017862471,53,sext,SDC
658,830430709,15,load,benign
704,1352125015,43,load,SDC
3083,324710740,15,fmul,benign
3550,406083946,47,load,benign
3469,934714361,22,load,benign
3089,1772384095,51,fmul,benign
443,2024033248,37,fsub,benign
3725,773349543,18,fadd,benign
1286,2043145415,40,load,benign
1169,1373559306,9,load,benign
2161,884743985,55,shufflevector,SDC
871,647261313,57,fmul,SDC
615,1139712235,7,fsub,benign
1824,1664818498,59,load,SDC
2961,1022829816,24,fsub,benign
946,1442812191,25,sext,SDC
3553,112685719,30,fadd,benign
464,966357591,40,fsub,benign
1142,1000108743,53,fadd,benign
